"Names","Group","January_Quantity","January_Value","February_Quantity","February_Value","March_Quantity","March_Value","April_Quantity","April_Value","May_Quantity","May_Value","June_Quantity","June_Value","July_Quantity","July_Value","August_Quantity","August_Value","September_Quantity","September_Value","October_Quantity","October_Value","November_Quantity","November_Value","December_Quantity","December_Value","12_months_Quantity","12_months_Value"
"EU","Sweets, cookies and cereal preparations",0,804.1,0,568.52,0,652.82,0,469.86,NA,1130.75,NA,1094.29,NA,1043.73,0,1163.7,0,1643.85,0,2196.81,0,2260.72,NA,1549.63,NA,14578.91
"EU","Phones all of kinds and their parts",0,0,0,0,0,0,0,14.85,NA,0,NA,0,NA,45.81,0,0,0,0.04,0,2.21,0,0.33,NA,0,NA,63.26
"EU","Precious stones, precious metals and their products",0,9464.45,0,5824.12,0,4778.61,0,9299.61,NA,12975.08,NA,8126.48,NA,9486.77,0,5321.07,0,9764.78,0,8604.02,0,10804.59,NA,6356.23,NA,100805.94
"EU","Motor vehicles, assembled",66,4413.92,15,1017.12,25,1836.04,14,575.41,14,809.8,15,816.21,35,3523.98,8,543.85,1,41.29,41,2813.92,25,2280.81,8,620,267,19292.4
"ASEAN",NA,0,3623275.73,NA,3165474.53,NA,4441357.51,NA,3886789.5,NA,3875685.28,NA,3506133.35,NA,3896428.58,NA,3885365.66,NA,3730962.18,NA,4282201.74,NA,4180916.68,NA,4581711.14,NA,47056302.3
"ASEAN","Fibres, not spun",14385,22003.15,8852,14374.98,12140,17997.41,13536,21191.48,13659,22593,12005,21117.48,15411,25661.07,15446,26310.62,13603,21896.53,15133,24100.56,14036,22059.98,12313,19691.1,160519,258997.52
"ASEAN","Petroleum oil, refined",508072,401362.63,453482,376470.8,607576,523183.69,622872,542493.75,459469,362764.18,355661,275565.42,429822,346107.83,266891,201184.76,304728,210266,613155,435643.54,476511,342985.25,751092,558242.74,5849331,4576270.76
"ASEAN","Textile fibrics",0,38591.3,0,31539.08,0,44555.16,0,42694.02,NA,43273.47,NA,39578.33,NA,46648.68,0,46532.27,0,43854.03,0,48566.09,0,40934.16,NA,43065.55,NA,509832.38
"ASEAN","Insecticides and materials",0,9602.56,0,9184.07,0,12539.03,0,9840.43,NA,22644.33,NA,15657.02,NA,15512.67,0,19415.14,0,11183.88,0,21740.78,0,16524.21,NA,14445.67,NA,178289.96
"ASEAN","Animal fodder and materials",0,30704.71,0,21306.58,0,32808.39,0,25162.21,NA,28463.42,NA,23765.82,NA,36867.65,0,30824.16,0,32271.21,0,26066.14,0,24318.44,NA,29491.81,NA,342050.81
"ASEAN","Glass and glassware",0,17958.38,0,10806.06,0,14647.66,0,12544.81,NA,19822.7,NA,19368.36,NA,20643.91,0,18144.37,0,15392.75,0,12985.73,0,16145.1,NA,24840.27,NA,203300.23
"ASEAN","Coal",1653467,143932.41,1584179,157083.05,2134104,203332.18,3285773,297894.08,3706749,335557.43,3118126,296637.78,2176522,194797.54,1659982,144734.81,1950287,159690.54,2594484,215083.33,2558470,230740.47,2933980,250678.54,29356123,2630162.25
"ASEAN","Iron, Steel",76130,112234.76,54550,72933.22,64256,94594.21,57615,94967.4,77450,125903.66,49187,88768.52,70551,123918.11,66232,115923.27,71596,117015.5,126120,155770.58,106407,138765.69,102165,122864.65,922259,1363659.81
"ASEAN","Articles of iron and steel",0,31652.55,0,13137.55,0,15548.61,0,16800.46,NA,21256.92,NA,19296.22,NA,22213.56,0,21012.72,0,17583.13,0,22569.93,0,23184.29,NA,21601.18,NA,245857.35
"ASEAN","Other base metal products",0,7009.39,0,7628.94,0,9867.19,0,8192.7,NA,13024.76,NA,10159.72,NA,8424.87,0,9328.69,0,8702.87,0,8761.42,0,7916.75,NA,9071.34,NA,108088.86
"ASEAN","Paper products",0,8693.13,0,7942.5,0,8281.07,0,10137.01,NA,9909.05,NA,10342.82,NA,15158.38,0,12576.8,0,13088.51,0,13556.72,0,11797.94,NA,12247.87,NA,133732.01
"ASEAN","Articles of plastics",0,36529.16,0,31239.49,0,37331.82,0,33993.73,NA,38060.17,NA,32453.71,NA,40756.54,0,37205.96,0,37155.72,0,39465.46,0,37911.54,NA,37163.93,NA,439267.53
"ASEAN","Articles of rubber",0,11661.15,0,10053.42,0,11155.03,0,12902.81,NA,10939.8,NA,12611.5,NA,13735.8,0,14531.06,0,11390.72,0,14031.5,0,15724.53,NA,16036.27,NA,154773.85
"ASEAN","Other petroleum products",0,54869.69,0,30872.49,0,38622.89,0,46097.45,NA,38683.02,NA,34043.96,NA,40514.6,0,45350.59,0,39336.04,0,45473.02,0,35083.78,NA,63411.08,NA,512358.82
"ASEAN","Chemical products",0,91082.88,0,56288.8,0,73669.64,0,75003.25,NA,89912.16,NA,82364.38,NA,96416.47,0,90193.62,0,83542.63,0,97223.62,0,88323.69,NA,89651.28,NA,1013672.67
"ASEAN","Dairy products",0,9675.87,0,12008.63,0,9282.37,0,15679.02,NA,18270.9,NA,12110.4,NA,14944.13,0,18214.6,0,15440.48,0,14442.81,0,15097.16,NA,14574.38,NA,169740.91
"ASEAN","Ores and other minerals",322140,14746.91,193388,12283.28,301972,17544.41,585391,47931.48,335553,21425.93,369688,19413.12,347073,22567.01,260272,17686.61,226212,9980.55,209963,13183.96,366070,24856.92,301241,25072.72,3818963,246693.14
"ASEAN","Waste iron and steel",15381,6187.44,24076,10236.61,21592,8789.67,14140,5781.96,8044,3241.95,11836,4566.17,5800,2220.72,6315,2501.25,4470,1685.97,17209,6326.17,17263,6357.1,19690,7400.76,165816,65295.85
"ASEAN","Other means of transort and equipments",0,100.13,0,756.09,0,640.53,0,161.43,NA,138.99,NA,37.92,NA,60.51,0,73.73,0,249.83,0,527.32,0,68.88,NA,85,NA,2900.42
"ASEAN","Fertilizers",42284.92,13575.34,33602.48,10471.7,52093.29,16567.14,35520.3,11321.13,54947.1,15569.38,86753.13,26081.28,61588.56,18085.57,35455.18,9795.18,55405,15672.65,61974,17248.45,37184,11954.69,45610,12355.88,602418,178698.57
"ASEAN","Auxiliary materials for cigarettes",0,459.53,0,728.94,0,1078.88,0,2152.52,NA,16215.3,NA,22619.18,NA,24543.78,0,17119.84,0,3882.69,0,1525.67,0,2493.05,NA,20249.94,NA,113069.52
"ASEAN","Auxiliary materials for textile, garment, leather, footwear",0,30991.16,0,28627.9,0,36194.02,0,49093.46,NA,44680.59,NA,37171.48,NA,41956.89,0,38714.24,0,38367.8,0,39019.02,0,44893.99,NA,46501.37,NA,476212.15
"ASEAN","Auxiliary materials for medicaments",0,367.84,0,99.52,0,721.71,0,361.24,NA,198.67,NA,409.09,NA,161.36,0,439.76,0,722.65,0,201.14,0,671.01,NA,319.46,NA,4673.51
"ASEAN","Maize",32785,9445.94,16079,4884.52,18376,6428.22,6721,4768.95,3693,3533.18,303,1308.39,43,374.29,51,292.73,113,229.9,4323,1329.98,7503,2912.9,16659,4432.46,106649,39941.54
"ASEAN","Computers, electronical products and parts",0,503931.9,0,401706.37,0,487928.92,0,429106.48,NA,473405.73,NA,384260.23,NA,499727.89,0,573593.14,0,504307.83,0,579139.15,0,547267.18,NA,590535.82,NA,5974910.95
"ASEAN","Other Machinery, instrument, accessory",0,181050.47,0,150443.8,0,189684.44,0,185522.46,NA,193928.08,NA,194145.14,NA,262290.96,0,233884.58,0,232706.72,0,233031.39,0,214057.92,NA,243247.72,NA,2513994.02
"ASEAN","Cameras and their parts",0,1179.52,0,1216.64,0,1565.97,0,2032.93,NA,1892.35,NA,2842.64,NA,3012.68,0,4963.67,0,8288.12,0,7298.78,0,6517.79,NA,6644.45,NA,47455.58
"ASEAN","Parts and accessories for motor",0,75280.7,0,69034.91,0,77750.12,0,81945.22,NA,76521.07,NA,81077.21,NA,95910.85,0,95100.12,0,99071.3,0,120657.17,0,93851.55,NA,109002.16,NA,1075202.59
"ASEAN","Other base metals",40425,192246.09,27880,138929.59,41957,180977.46,43092,188243.52,38806,211714.73,35501,198959.64,35172,191625.48,32441,160572.47,32264,145392.84,37053,201605.85,33371,181870.77,37991,200718.94,435953,2192857.68
"ASEAN","Liquefied Petroleum Gas",29591,21907.6,68872,46428.75,37778,29605.9,88906,48632.34,76645,42515.99,19455,13759.75,14511,10333.27,16588,11746.77,11822,8849.21,19410,14571.79,14452,10949.46,20960,15823.75,418990,275124.69
"ASEAN","Chemicals",0,119313.35,0,83457.39,0,119821.14,0,127492.38,NA,109552.97,NA,122682.49,NA,116652.85,0,131089.44,0,128775.14,0,122449.38,0,92273.27,NA,105208.85,NA,1378768.9
"ASEAN","Cashew nut",10378,12648.25,75375,102580.29,390069,493314.95,231374,291652.36,63260,83274.87,23379,34300.36,8112,13039.23,11367,18271.84,12286,20484.23,10119,17551.28,14390,25884.97,16420,28874.98,866529,1141877.71
"ASEAN","Fishery products",0,49733,0,23303.74,0,29927.09,0,19717.53,NA,28960.38,NA,24272.33,NA,35731.44,0,36052.42,0,38030.15,0,36338.56,0,41575.01,NA,57092.42,NA,420734.35
"ASEAN","Fresh and pocessed vegetables and fruit",0,22565.8,0,17808.06,0,22819.73,0,21373.26,NA,21692.89,NA,18378.78,NA,23596.11,0,22142.62,0,18053.6,0,20110.54,0,17141.23,NA,23517.12,NA,249199.97
"ASEAN","Domestic electrical appliances and parts",0,95804.49,0,123053.53,0,149346.04,0,138274.89,NA,134488.2,NA,101659.94,NA,74102.1,0,57268.94,0,57875.31,0,62479.12,0,60732.23,NA,88855.88,NA,1143940.82
"ASEAN","Paper",57788,50124.53,33792,30037.33,53617,45634.07,58182,49201.06,59935,48492.16,59010,46478.08,65628,51269.42,74418,54386.92,79317,55736.97,81880,60181.11,79772,59949.34,77102,55105.51,780441,606596.77
"ASEAN","Wood and wooden products",0,29949.39,0,15058.29,0,26971.12,0,28700.06,NA,28768.47,NA,22374.72,NA,24895.08,0,28729.96,0,22212.97,0,26459.69,0,24029.34,NA,25617.92,NA,303767.27
"ASEAN","Pharmaceutical products",0,11638.2,0,6486.78,0,17248.66,0,7426.16,NA,16813.78,NA,9861.85,NA,10624.13,0,11112.92,0,13686.36,0,13757.47,0,8847.27,NA,25279.19,NA,152783.02
"ASEAN","Vegetable oil and fat",0,69984.65,0,55853.37,0,96507.7,0,117606.7,NA,72088.6,NA,85785.51,NA,100533.72,0,131367.33,0,127356.89,0,146976.83,0,124732.6,NA,129982.32,NA,1258776.44
"ASEAN","Crude oil",0,0,79645,54386.85,2376,1187.92,0,0,NA,0,NA,0,NA,0,0,0,80918,49810.6,0,0,0,0,NA,0,162939,105385.38
"ASEAN","Electrical wire and cable",0,28666.38,0,22493.19,0,26448.21,0,26336.03,NA,28762.94,NA,25329.92,NA,31355.55,0,30272.13,0,25643.43,0,32717.28,0,29656.28,NA,35330.68,NA,343012.28
"ASEAN","Other preparations for foodstuff",0,30999.25,0,36456.04,0,36116.96,0,42535.71,NA,50451.78,NA,35789.18,NA,55874.42,0,47636.9,0,51720.25,0,47892.11,0,47912.79,NA,47741.39,NA,531127.04
"ASEAN","Plastic materials",96221,122998.04,65175,83339.09,94026,122735.22,99096,128179.86,107682,137838.51,91225,120560.5,104282,138223.54,119857,154443.26,121951,139886.68,124710,170958.31,106364,149097.71,124204,159974.45,1254793,1628235.45
"ASEAN","Aromatic substance, cosmetic and cleaning preparations",0,49155.84,0,48263.21,0,53836.04,0,54886.79,NA,59283.8,NA,59721.84,NA,55766.54,0,65829.58,0,56149.43,0,57662.81,0,58958.87,NA,56394.95,NA,675909.92
"ASEAN","Rubber",133509,146913.86,61972,71206.69,45621,63090.28,41245,59075.66,73177,95451.63,99480,135545.7,106915,146641.32,126491,165237.77,100612,143190.68,120879,185225.6,135230,205682.83,159711,239334,1204842,1656596.33
"ASEAN","Cotton",412,672.85,1102,1412.05,1168,1635.96,446,588.09,1224,1605.53,1091,1399.45,924,1252.07,1046,1326.85,781,994.7,1392,1600.62,1448,1808.32,1454,1850.3,12488,16146.84
"ASEAN","Sweets, cookies and cereal preparations",0,18840.61,0,13727.9,0,15350.34,0,16370.91,NA,19209.49,NA,19669.45,NA,24319.99,0,26348.84,0,32319.65,0,36887.8,0,33290.91,NA,31114.92,NA,287451.04
"ASEAN","Soybeans",742,543.71,332,226.93,1319,952.59,522,382.02,407,286.15,376,278.48,50,36.5,430,314.7,184,136.27,965,728.29,10169,7477.75,2007,1449.68,17503,12813.08
"ASEAN","Precious stones, precious metals and their products",0,3790.37,0,1348.98,0,2961.18,0,1443.44,NA,5121.31,NA,3402.71,NA,3731.04,0,3599.93,0,4172.42,0,2935,0,4931.69,NA,9195.99,NA,46634.12
"ASEAN","Motor vehicles, assembled",4505,71080.25,8229,141264.99,12448,205090.3,8124,135836.91,11422,184175.5,11805,204524.46,14224,243949.64,12154,212952.95,15623,270588.04,13640,232826.3,13014,225838.45,9309,149571.79,134497,2277699.67
"United States",NA,0,1235390.46,0,966170.06,0,1183391.69,0,1193918.08,NA,1309741.31,NA,1228443.69,NA,1339796.22,0,1284285.55,0,1244795.09,0,1305141.3,0,1276598.47,NA,1534997.25,NA,15102669.21
"United States","Textile fibrics",0,3017.28,0,2069.3,0,3600.5,0,4421.76,NA,3768.59,NA,3133.63,NA,4367.37,0,3750.68,0,4030.3,0,4716.44,0,5257.84,NA,3713.18,NA,45846.93
"United States","Insecticides and materials",0,409.84,0,280.1,0,835.93,0,938.37,NA,1663.36,NA,1839.23,NA,2091.35,0,964.16,0,1103.65,0,964.93,0,2107.7,NA,1276.91,NA,14475.6
"United States","Animal fodder and materials",0,74553.21,0,90675.74,0,122584.27,0,142534.18,NA,68491.58,NA,84750.09,NA,68687.49,0,64133.33,0,44200.58,0,42131.78,0,84101.76,NA,129175.6,NA,1016019.67
"United States","Glass and glassware",0,455.71,0,667.8,0,592.3,0,1185.31,NA,1329.71,NA,873.97,NA,1510.24,0,1146.85,0,1018.06,0,592.16,0,448.6,NA,796.5,NA,10617.25
"United States","Iron, Steel",386,913.01,1262,967.6,380,2700.78,346,550.12,260,1332.68,335,1156.62,496,2460.08,440,1076.85,1145,1534.38,542,3026.05,521,1381.38,557,1055.48,6670,18155.07
"United States","Articles of iron and steel",0,6726.07,0,5059.37,0,5899.51,0,5477.94,NA,7107.64,NA,7378.85,NA,7637.24,0,7502.92,0,8219.92,0,8007.71,0,8064.36,NA,10345.31,NA,87426.88
"United States","Other base metal products",0,2392.06,0,2063.57,0,2439,0,2567.18,NA,1966.58,NA,2430.64,NA,2042.86,0,2584.81,0,2583.25,0,2518.34,0,2789.71,NA,2290.23,NA,28668.26
"United States","Paper products",0,469.54,0,396.69,0,844.49,0,799.15,NA,1601.32,NA,4653.87,NA,4908.9,0,2032.79,0,881.62,0,1240.47,0,1193.87,NA,1082.68,NA,20105.43
"United States","Articles of plastics",0,14501.96,0,11110.45,0,15999.47,0,15862.74,NA,14961.61,NA,22463.51,NA,22798.89,0,19090.5,0,16036.52,0,17560.48,0,17395.97,NA,17914.37,NA,205696.52
"United States","Articles of rubber",0,2070.87,0,1843.29,0,2155.81,0,1938.66,NA,2147.7,NA,2090.68,NA,2308.32,0,2040.48,0,1907.39,0,1957.91,0,2421.04,NA,2338.07,NA,25220.27
"United States","Other petroleum products",0,1738.68,0,1221.13,0,2041.41,0,2639.49,NA,1653.22,NA,2621.46,NA,1575.2,0,5298.82,0,3365.35,0,4044,0,1835.8,NA,2397.07,NA,30431.67
"United States","Chemical products",0,30397.12,0,25436.09,0,30116.83,0,27972.25,NA,30693.18,NA,34274.28,NA,34024.25,0,31416.02,0,29256.92,0,30965.75,0,39314.29,NA,38020.35,NA,381887.38
"United States","Dairy products",0,13180.33,0,5746.14,0,17068.73,0,18873.7,NA,7219.74,NA,7022.67,NA,10054.38,0,12005.29,0,7860.85,0,8891.46,0,7976.55,NA,8580.79,NA,124480.67
"United States","Ores and other minerals",777,1556.78,2583,1705.05,2486,2458.33,477,1411.74,2407,1937.51,989,1908.41,1192,1893.55,2507,4649.44,1213,2024.47,1018,1595.12,386,881.36,894,1239.12,16929,23260.91
"United States","Waste iron and steel",29352,11045.43,25058,9629.34,39358,15135.63,50629,19121.27,46506,17033.2,55829,20208.05,46017,16401.23,42510,15000.97,38133,13289,42894,14315.89,42365,13753.25,47150,15397.03,505801,180330.35
"United States","Other means of transort and equipments",0,21433.52,0,38414.99,0,17984.8,0,23466.5,NA,25422.01,NA,77184.61,NA,60075.86,0,23983.25,0,20796.43,0,47866.13,0,52642.26,NA,97448.73,NA,506719.14
"United States","Fertilizers",1077,1507.02,627,474.07,703,682.41,248,280.98,1104,726.36,547,806.56,1175,1816.24,895,938.65,575,1114.24,311,560.67,977,1026.03,475,1055.57,8714,10988.85
"United States","Auxiliary materials for tobacco",0,671.2,0,100.62,0,265.84,0,4133.8,NA,1672.97,NA,12043.23,NA,13611.09,0,1707.56,0,1140.1,0,1047.95,0,3553.77,NA,1908.65,NA,41856.83
"United States","Auxiliary materials for textile, garment, leather, footwear",0,33342.36,0,31701.51,0,35460.81,0,39503.48,NA,44439.87,NA,36321.66,NA,40663.82,0,39399.96,0,46782.83,0,39918.02,0,41906.64,NA,39869.07,NA,469310.08
"United States","Computers, electronical products and parts",0,313913.32,0,323513.53,0,314262.59,0,243876.02,NA,282161.3,NA,424128.9,NA,377038.32,0,439237.51,0,500038.58,0,454950.92,0,355574.27,NA,307582.13,NA,4336277.43
"United States","Other Machinery, instrument, accessory",0,70156.19,0,64479.1,0,93531.07,0,112329.37,NA,86377.77,NA,87839.74,NA,104463.12,0,97338.21,0,82167.52,0,93942.17,0,95539.41,NA,111835.35,NA,1099999.05
"United States","Cameras and their parts",0,464.67,0,731.95,0,635.73,0,662.02,NA,2591.85,NA,688.21,NA,618.12,0,867.19,0,646.29,0,2987.58,0,1373.69,NA,1416.09,NA,13683.43
"United States","Wheat",48397,16180.71,3493,1274.39,55107,17785.55,42446,13824.59,73539,24622.58,3176,856.95,31066,9670.57,1513,467.52,119399,36356.37,68224,17230.03,35381,10644.74,3154,888.67,484895,149802.71
"United States","Parts and accessories for motor",0,2720.14,0,3947.13,0,3812.67,0,7682.76,NA,3892.36,NA,4715.77,NA,4323.22,0,3940.7,0,5407.11,0,2080.7,0,6304.1,NA,2892.05,NA,51718.76
"United States","Other base metals",560,6822.25,529,3736.33,358,4574.74,203,4590.25,590,5489.01,243,5505.26,269,5683.35,1052,7329.81,199,4931.46,233,6439.68,417,5481.97,519,7005.81,5172,67589.95
"United States","Chemicals",0,52921.65,0,49583.67,0,73439.08,0,77887.17,NA,84542.36,NA,27141.1,NA,50868.97,0,48793.82,0,36491.67,0,55099.81,0,50167.27,NA,30608.16,NA,637544.79
"United States","Fishery products",0,4555.92,0,2575.81,0,5151.19,0,5580.9,NA,2883.29,NA,5836.07,NA,4175.57,0,3190.22,0,9941.17,0,12148.68,0,5284.36,NA,7034.9,NA,68358.14
"United States","Fresh and pocessed vegetables and fruit",0,52407.79,0,19211.22,0,31473.14,0,27812.18,NA,35138.76,NA,42021.21,NA,32580.17,0,35473.39,0,28682.99,0,30311.35,0,85105.92,NA,123728.6,NA,543946.78
"United States","Paper",732,1314.31,474,680.59,256,776,390,726.15,1591,2095.85,1433,1544.74,625,1154.64,1138,2327.8,1487,2778.28,626,1575.47,604,1125.5,561,1147.27,9917,17246.64
"United States","Wood and wooden products",0,20903.7,0,12545.54,0,31778.31,0,24287.73,NA,27738.97,NA,29772.76,NA,33238.92,0,28034.49,0,31641.56,0,28645.57,0,27551.92,NA,27555.6,NA,323695.13
"United States","Pharmaceutical products",0,48519.07,0,49733.89,0,26984.86,0,30545.31,NA,20139.88,NA,28463.42,NA,51772.05,0,38806.22,0,38074.27,0,55046.75,0,23425.71,NA,101023.21,NA,512534.68
