"Names","Group","January_Quantity","January_Value","February_Quantity","February_Value","March_Quantity","March_Value","April_Quantity","April_Value","May_Quantity","May_Value","June_Quantity","June_Value","July_Quantity","July_Value","7_months_Quantity","7_months_Value"
"China, PR","Ores and other minerals",62527,11856.02,30960,5358.56,37535,8377,54407,13143.29,43698,10498.13,34327,7905.53,41720,8277.98,305174,65416.54
"China, PR","Other means of transort and equipments",0,14022.23,0,12081.82,0,12661.89,0,24908.6,0,17965.76,0,17818.63,NA,18721.04,NA,118179.99
"China, PR","Fertilizers",120303,33872.6,199775,51958.75,255353,58110.86,194520,48876.15,235130,63949.85,339338,143869.98,311422,141967.05,1655841,542605.26
"China, PR","Auxiliary materials for cigarettes",0,4332.86,0,1228.8,0,2337.17,0,3052.99,0,7136.14,0,4596.08,NA,4193.93,NA,26877.99
"China, PR","Auxiliary materials for textile, garment, leather, footwear",0,303911.29,0,258216.39,0,414403.54,0,402605.32,0,368225.48,0,346889.95,NA,350066.84,NA,2444318.84
"China, PR","Auxiliary materials for medicaments",0,28285.36,0,27305.45,0,37291.68,0,33271.64,0,32830.74,0,33246.79,NA,29344.35,NA,221576.04
"China, PR","Computers, electronical products and parts",0,3192471.59,0,3164484.88,0,4009123.05,0,4000470.37,0,4718465.94,0,4461266.21,NA,5006087.23,NA,28552369.3
"China, PR","Other Machinery, instrument, accessory",0,2545229.52,0,2151042.09,0,3083783.24,0,3217165.37,0,3440796.22,0,3266214.17,NA,3614732.72,NA,21318963.37
"China, PR","Cameras and their parts",0,93797.27,0,80113.22,0,101764.71,0,116977.27,0,111653.73,0,122624.16,NA,122634.16,NA,749564.55
"China, PR","Parts and accessories for motor",0,148186.7,0,125505.88,0,178798.41,0,158631.89,0,171830.94,0,186616,NA,202782.61,NA,1172352.46
"China, PR","Other base metals",37772,216724.75,46673,266085.3,54385,309607.21,51367,298897.86,62574,363723.02,48547,294527.91,50436,291080.32,351754,2040646.4
"China, PR","Liquefied Petroleum Gas",36768,26599.3,20980,15262.76,22105,15688.02,19854,14040,21127,14977.53,20299,13994.1,28060,17977.28,169193,118539.03
"China, PR","Chemicals",0,244530.43,0,260820.87,0,304851.86,0,314522.09,0,311183.96,0,314225.39,NA,313835.08,NA,2063969.71
"China, PR","Fishery products",0,28401.12,0,19898.74,0,26848.98,0,20355.26,0,20538.05,0,19732.88,NA,22928.8,NA,158703.85
"China, PR","Fresh and pocessed vegetables and fruit",0,88314.26,0,63603.12,0,72236.94,0,59429.01,0,54939.42,0,63673.27,NA,88523.84,NA,490719.88
"China, PR","Domestic electrical appliances and parts",0,79709.35,0,67917.31,0,92538.34,0,85873.39,0,86254.71,0,79350.58,NA,88528.24,NA,580171.96
"China, PR","Paper",70630,65027.9,78101,58185.22,95147,79128.28,88090,80851.53,89714,87841.69,89821,81833.79,92874,88282.88,604377,541151.31
"China, PR","Wood and wooden products",0,93813.04,0,79445.06,0,114391.02,0,111282.78,0,119448.84,0,103747.53,NA,109042.48,NA,731170.77
"China, PR","Pharmaceutical products",0,4924.67,0,3984.61,0,3986.79,0,4757.66,0,6432.59,0,2808.61,NA,5265.92,NA,32160.87
"China, PR","Vegetable oil and fat",0,3963.93,0,1870.72,0,2790.76,0,1684.78,0,8203.97,0,2363.58,NA,2222.68,NA,23100.44
"China, PR","Electrical wire and cable",0,215814.91,0,197835.18,0,258224.5,0,277766.63,0,286889.28,0,246255.24,NA,284030.85,NA,1766816.62
"China, PR","Other preparations for foodstuff",0,12992.69,0,9703.72,0,14101.42,0,11693.58,0,9851.01,0,12107.31,NA,10125.22,NA,80574.98
"China, PR","Plastic materials",175947,255524.01,181458,262024.61,239315,337477.35,237030,329334.57,251076,350625.56,244584,329888.42,246646,334126.4,1576056,2199000.95
"China, PR","Aromatic substance, cosmetic and cleaning preparations",0,15524.53,0,15461.96,0,26200.22,0,18347.39,0,5681.34,0,15863.78,NA,17182.42,NA,114261.67
"China, PR","Rubber",24486,46259.53,14440,27798.96,19958,39975.4,19985,37919.62,24691,41844.72,23545,38040.57,27360,44388.03,154465,276226.86
"China, PR","Cotton",106,364.98,173,408.99,44,59.66,22,22.22,134,410.12,35,43.08,NA,0,514,1309.08
"China, PR","Sweets, cookies and cereal preparations",0,13322.01,0,10451.31,0,12531.2,0,10755.09,0,9694.03,0,9679.68,NA,11347.82,NA,77781.16
"China, PR","Telephones and their parts",0,756128.51,0,718143.51,0,781918.01,0,782615.48,0,648987.94,0,685907.34,NA,762267.49,NA,5135968.31
"China, PR","Precious stones, precious metals and their products",0,6503.85,0,3955.49,0,11680.44,0,17742.98,0,9023.1,0,13905.15,NA,29364.97,NA,92176
"China, PR","Motor vehicles, assembled",2530,69821.48,2904,100853.14,4405,133487.2,4242,148505.77,4047,149060.65,4763,143132.63,4440,143130.8,27331,887991.7
"India",NA,0,469277.79,0,452658.36,0,485617.12,0,470018.81,0,499460,0,476907.54,NA,482020.52,NA,3335960.17
"India","Fibres, not spun",4108,11504.44,5265,14921.46,6228,16930.37,3796,10194.78,5043,13916.16,3594,10004.73,3791,10589.11,31825,88061.07
"India","Textile fibrics",0,4901.97,0,7063.78,0,9482.96,0,6247.9,0,7606.84,0,4343.65,NA,5223.01,NA,44870.13
"India","Insecticides and materials",0,11770.29,0,9462.53,0,15506.63,0,9279.72,0,10945.67,0,7367.48,NA,12516.49,NA,76848.84
"India","Animal fodder and materials",0,10919.84,0,12603.04,0,7058.33,0,11517.83,0,18379.79,0,13276.97,NA,20472.68,NA,94228.51
"India","Iron, Steel",890,2861.09,1283,3791.65,1181,3233.29,1583,4549.7,1137,3592.15,1701,4568.24,1944,6187.32,9719,28783.46
"India","Articles of iron and steel",0,5623.84,0,2729.72,0,5643.63,0,2738.48,0,2897.56,0,3369.9,NA,4093.17,NA,27096.34
"India","Articles of plastics",0,2959.55,0,4536.82,0,3013.39,0,3065.3,0,3178.13,0,2686.81,NA,3272.95,NA,22712.98
"India","Articles of rubber",0,1829.37,0,1336.19,0,2746.41,0,1621.44,0,1873.8,0,2787.5,NA,3205.36,NA,15400.09
"India","Other petroleum products",0,1644.68,0,2112,0,1617.12,0,1527.03,0,1640,0,1825.59,NA,1915.58,NA,12282.02
"India","Chemical products",0,13329.26,0,17683.69,0,15204.9,0,15191.28,0,13527.97,0,13772.24,NA,15244.63,NA,103954.01
"India","Ores and other minerals",14391,1837.46,16493,1872.44,15294,2184.05,18652,1921.2,30655,3088.48,26259,2561.18,29992,3008.01,151736,16472.86
"India","Fertilizers",154,120.95,322,270.53,98,231.15,263,306.01,508,353.53,407,223.92,107,347.09,1859,1853.21
"India","Auxiliary materials for cigarettes",0,438.29,0,0,0,50.81,0,921.95,0,0.55,0,0,NA,1950.31,NA,3361.93
"India","Auxiliary materials for textile, garment, leather, footwear",0,5826.62,0,9370.51,0,7543.43,0,8576.19,0,7381.75,0,6641.53,NA,6430.28,NA,51770.33
"India","Auxiliary materials for medicaments",0,5037.38,0,5619.02,0,10810.78,0,8162.95,0,6083.2,0,4865.47,NA,4542.97,NA,45121.8
"India","Maize",320,189.5,0,0,268,839.1,528,352.29,509,1444.91,68,81.56,NA,0,1693,2907.37
"India","Computers, electronical products and parts",0,2276.81,0,5303.88,0,2900.18,0,4863.89,0,1542.89,0,4256.96,NA,2406.88,NA,23551.51
"India","Other Machinery, instrument, accessory",0,32386.58,0,35810.76,0,42083.65,0,39495.69,0,47619.11,0,40335.01,NA,39511.1,NA,277241.93
"India","Parts and accessories for motor",0,25094.32,0,20778.67,0,33877.17,0,31864.79,0,29947.36,0,30310.48,NA,29314.37,NA,201187.18
"India","Other base metals",19364,55067.46,21507,58225.8,18842,50799.41,17654,48609.1,23129,60465.34,19437,51060.13,24042,64261.81,143975,388489.08
"India","Chemicals",0,18517.09,0,22436.71,0,24076.67,0,23306.64,0,19229.56,0,19819.01,NA,19972.26,NA,147357.96
"India","Fishery products",0,46010.75,0,31843.12,0,36987.51,0,36113.53,0,38951.09,0,45868.78,NA,40877.81,NA,276652.61
"India","Fresh and pocessed vegetables and fruit",0,3893.46,0,4214.61,0,5332.4,0,8911.84,0,7914.29,0,4562.88,NA,8240.94,NA,43070.44
"India","Paper",1103,1202.25,1588,1616.92,2828,2124.18,2761,1818.17,2956,2301.32,1073,1128.36,1574,1108.13,13883,11299.37
"India","Pharmaceutical products",0,28448.7,0,17624.8,0,25803.3,0,24774.48,0,22583.15,0,31146.75,NA,24909.35,NA,175290.56
"India","Vegetable oil and fat",0,1348.97,0,1732.33,0,1349.02,0,1498.55,0,1856.51,0,6032.13,NA,5366.22,NA,19183.74
"India","Plastic materials",13998,15262.32,17831,18711,10222,11966.24,5829,7273.97,10241,11879.59,6763,8303.28,3493,5589.56,68377,78985.98
"India","Rubber",2252,3783.8,2767,5078.2,2070,3635,2071,2760.72,2195,4114.55,1294,2074.11,3598,4206.33,16247,25652.74
"India","Cotton",7938,10160.54,6327,7715.07,8299,9830.39,6588,8222.69,6150,7890.86,4824,5667.56,4851,6132.67,44977,55619.81
"India","Phones all of kinds and their parts",0,536.04,0,1375.16,0,641.6,0,5829.97,0,697.38,0,434.17,NA,392.36,NA,9906.72
"India","Precious stones, precious metals and their products",0,10727.08,0,13905.53,0,11811.48,0,9214.57,0,9240.2,0,6199.44,NA,7309.88,NA,68408.21
"India","Motor vehicles, assembled",0,0,0,0,0,0,0,0,1,45.45,0,0,NA,0,1,45.45
"Ukraine",NA,0,4673.85,0,20894.45,0,8891.86,0,56128.42,0,4089.78,0,31920.24,NA,21273.88,NA,147872.51
"Ukraine","Articles of iron and steel",0,0,0,0,0,25.34,0,0,0,47.57,0,16.51,NA,0,NA,89.42
"Ukraine","Other Machinery, instrument, accessory",0,52.23,0,121.75,0,39.61,0,242.34,0,34.3,0,132.06,NA,769.14,NA,1391.47
"Ukraine","Wheat",4739,1168.61,70330,18007.09,0,0,1,0,2191,554.64,110403,28962.25,64072,16540.54,251736,65233.16
